"KINDPATENT","Patent office","KINDREGION","Reference region","REGIONS","Regions","TECHNO","Total patents and by technologies","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2005","2005","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2006","2006","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2007","2007","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2008","2008","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2009","2009","NBR","Number","0","Units",,,2.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2010","2010","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2011","2011","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE25","Prov. West-Vlaanderen","PHARMA","Pharmaceuticals","2012","2012","NBR","Number","0","Units",,,3,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","1998","1998","NBR","Number","0","Units",,,70.75,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","1999","1999","NBR","Number","0","Units",,,123.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2000","2000","NBR","Number","0","Units",,,88.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2001","2001","NBR","Number","0","Units",,,80.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2002","2002","NBR","Number","0","Units",,,69.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2003","2003","NBR","Number","0","Units",,,63.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2004","2004","NBR","Number","0","Units",,,70,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2005","2005","NBR","Number","0","Units",,,114.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2006","2006","NBR","Number","0","Units",,,106.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2007","2007","NBR","Number","0","Units",,,87.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2008","2008","NBR","Number","0","Units",,,101.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2009","2009","NBR","Number","0","Units",,,90.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2010","2010","NBR","Number","0","Units",,,110.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2011","2011","NBR","Number","0","Units",,,104.9048,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL","Total Patents","2012","2012","NBR","Number","0","Units",,,112.125,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","1998","1998","NBR","Number","0","Units",,,46.75,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","1999","1999","NBR","Number","0","Units",,,91.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2000","2000","NBR","Number","0","Units",,,51.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2001","2001","NBR","Number","0","Units",,,31.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2002","2002","NBR","Number","0","Units",,,28.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2003","2003","NBR","Number","0","Units",,,13,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2004","2004","NBR","Number","0","Units",,,23.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2005","2005","NBR","Number","0","Units",,,65,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2006","2006","NBR","Number","0","Units",,,50.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2007","2007","NBR","Number","0","Units",,,32.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2008","2008","NBR","Number","0","Units",,,14,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2009","2009","NBR","Number","0","Units",,,25.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2010","2010","NBR","Number","0","Units",,,30.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2011","2011","NBR","Number","0","Units",,,18.25,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","BIOTECH","Biotechnology","2012","2012","NBR","Number","0","Units",,,26.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","1998","1998","NBR","Number","0","Units",,,14.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","1999","1999","NBR","Number","0","Units",,,31.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2000","2000","NBR","Number","0","Units",,,18,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2001","2001","NBR","Number","0","Units",,,14.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2002","2002","NBR","Number","0","Units",,,13.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2003","2003","NBR","Number","0","Units",,,3.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2004","2004","NBR","Number","0","Units",,,7,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2005","2005","NBR","Number","0","Units",,,11,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2006","2006","NBR","Number","0","Units",,,10.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2007","2007","NBR","Number","0","Units",,,13.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2008","2008","NBR","Number","0","Units",,,9.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2009","2009","NBR","Number","0","Units",,,11.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2010","2010","NBR","Number","0","Units",,,5.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2011","2011","NBR","Number","0","Units",,,12.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","ICT","ICT","2012","2012","NBR","Number","0","Units",,,8.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","1998","1998","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","1999","1999","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2000","2000","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2001","2001","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2002","2002","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2003","2003","NBR","Number","0","Units",,,2,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2004","2004","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2005","2005","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2006","2006","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2007","2007","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2008","2008","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2009","2009","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2010","2010","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2011","2011","NBR","Number","0","Units",,,0,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","NANOTECH","Nanotechnology","2012","2012","NBR","Number","0","Units",,,0.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","1998","1998","PC","Percentage","0","Units",,,7.331,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","1999","1999","PC","Percentage","0","Units",,,11.5202,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2000","2000","PC","Percentage","0","Units",,,8.6985,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2001","2001","PC","Percentage","0","Units",,,7.5682,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2002","2002","PC","Percentage","0","Units",,,5.7153,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2003","2003","PC","Percentage","0","Units",,,5.1743,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2004","2004","PC","Percentage","0","Units",,,4.8671,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2005","2005","PC","Percentage","0","Units",,,7.8385,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2006","2006","PC","Percentage","0","Units",,,6.7809,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2007","2007","PC","Percentage","0","Units",,,5.7246,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2008","2008","PC","Percentage","0","Units",,,6.9338,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2009","2009","PC","Percentage","0","Units",,,6.5125,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2010","2010","PC","Percentage","0","Units",,,7.5906,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2011","2011","PC","Percentage","0","Units",,,6.9935,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","TOTAL_SHARE","Share of region in country's total patents","2012","2012","PC","Percentage","0","Units",,,7.2221,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","1998","1998","NBR","Number","0","Units",,,1.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","1999","1999","NBR","Number","0","Units",,,3.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2000","2000","NBR","Number","0","Units",,,4,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2001","2001","NBR","Number","0","Units",,,10.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2002","2002","NBR","Number","0","Units",,,8,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2003","2003","NBR","Number","0","Units",,,10,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2004","2004","NBR","Number","0","Units",,,5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2005","2005","NBR","Number","0","Units",,,11.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2006","2006","NBR","Number","0","Units",,,6.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2007","2007","NBR","Number","0","Units",,,10,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2008","2008","NBR","Number","0","Units",,,14,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2009","2009","NBR","Number","0","Units",,,9.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2010","2010","NBR","Number","0","Units",,,6,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2011","2011","NBR","Number","0","Units",,,16.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","MEDICAL","Medical technology","2012","2012","NBR","Number","0","Units",,,8.625,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","1998","1998","NBR","Number","0","Units",,,45.75,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","1999","1999","NBR","Number","0","Units",,,89,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2000","2000","NBR","Number","0","Units",,,53.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2001","2001","NBR","Number","0","Units",,,28,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2002","2002","NBR","Number","0","Units",,,26.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2003","2003","NBR","Number","0","Units",,,11,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2004","2004","NBR","Number","0","Units",,,25.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2005","2005","NBR","Number","0","Units",,,56.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2006","2006","NBR","Number","0","Units",,,24,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2007","2007","NBR","Number","0","Units",,,26.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2008","2008","NBR","Number","0","Units",,,12,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2009","2009","NBR","Number","0","Units",,,21,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2010","2010","NBR","Number","0","Units",,,29,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2011","2011","NBR","Number","0","Units",,,16.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE31","Prov. Brabant Wallon","PHARMA","Pharmaceuticals","2012","2012","NBR","Number","0","Units",,,21.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","1998","1998","NBR","Number","0","Units",,,53,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","1999","1999","NBR","Number","0","Units",,,104,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2000","2000","NBR","Number","0","Units",,,78.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2001","2001","NBR","Number","0","Units",,,78.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2002","2002","NBR","Number","0","Units",,,71.4444,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2003","2003","NBR","Number","0","Units",,,73.9333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2004","2004","NBR","Number","0","Units",,,128.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2005","2005","NBR","Number","0","Units",,,52.3333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2006","2006","NBR","Number","0","Units",,,113.5333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2007","2007","NBR","Number","0","Units",,,119.1667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2008","2008","NBR","Number","0","Units",,,135.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2009","2009","NBR","Number","0","Units",,,91,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2010","2010","NBR","Number","0","Units",,,103.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2011","2011","NBR","Number","0","Units",,,73.9762,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","TOTAL","Total Patents","2012","2012","NBR","Number","0","Units",,,43.8333,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","1998","1998","NBR","Number","0","Units",,,3,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","1999","1999","NBR","Number","0","Units",,,4,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2000","2000","NBR","Number","0","Units",,,2,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2001","2001","NBR","Number","0","Units",,,2.6667,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2002","2002","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2003","2003","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2004","2004","NBR","Number","0","Units",,,1.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2005","2005","NBR","Number","0","Units",,,0.5,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2006","2006","NBR","Number","0","Units",,,1,,
"EPO_A","Patent applications to the EPO","APPLICANTS","Applicant(s)'s country(ies) of residence","BE32","Prov. Hainaut","BIOTECH","Biotechnology","2007","2007","NBR","Number","0","Units",,,2,,
